LR,cell_type_pair,Patient
CXCL16->CXCR6,TIL->TIL,P05
VIP->VIPR1,Endo->CAF,P05
VIP->VIPR1,Endo->ETC,P05
C1QB->LRP1,CAF->CAF,P05
C1QB->LRP1,CAF->ETC,P05
C1QB->LRP1,CAF->TAM,P05
C1QB->LRP1,CAF->TIL,P05
C1QB->LRP1,DC->CAF,P05
C1QB->LRP1,DC->ETC,P05
C1QB->LRP1,DC->TAM,P05
C1QB->LRP1,DC->TIL,P05
C1QB->LRP1,ETC->CAF,P05
C1QB->LRP1,ETC->ETC,P05
C1QB->LRP1,ETC->TAM,P05
C1QB->LRP1,ETC->TIL,P05
C1QB->LRP1,Endo->CAF,P05
C1QB->LRP1,Endo->ETC,P05
C1QB->LRP1,Endo->TAM,P05
C1QB->LRP1,Endo->TIL,P05
C1QB->LRP1,TAM->CAF,P05
C1QB->LRP1,TAM->ETC,P05
C1QB->LRP1,TAM->TAM,P05
C1QB->LRP1,TAM->TIL,P05
C1QB->LRP1,TIL->CAF,P05
C1QB->LRP1,TIL->ETC,P05
C1QB->LRP1,TIL->TAM,P05
C1QB->LRP1,TIL->TIL,P05
IL33->IL1RL1,CAF->CAF,P05
IL33->IL1RL1,CAF->Endo,P05
IL33->IL1RL1,Endo->CAF,P05
IL33->IL1RL1,Endo->Endo,P05
AGRP->MC3R,NA,NA
SLURP1->CHRNA7,NA,NA
OMG->TNFRSF1B,CAF->CAF,P05
OMG->TNFRSF1B,CAF->DC,P05
OMG->TNFRSF1B,CAF->ETC,P05
OMG->TNFRSF1B,CAF->Endo,P05
OMG->TNFRSF1B,CAF->TAM,P05
OMG->TNFRSF1B,CAF->TIL,P05
NCR3LG1->NCR3,CAF->TIL,P05
NCR3LG1->NCR3,DC->TIL,P05
NCR3LG1->NCR3,ETC->TIL,P05
NCR3LG1->NCR3,TAM->TIL,P05
NECTIN2->TIGIT,NA,NA
TIGIT->NECTIN2,NA,NA
SERPINE2->LRP1,CAF->CAF,P05
SERPINE2->LRP1,CAF->ETC,P05
SERPINE2->LRP1,CAF->TAM,P05
SERPINE2->LRP1,CAF->TIL,P05
SERPINE2->LRP1,ETC->CAF,P05
SERPINE2->LRP1,ETC->ETC,P05
SERPINE2->LRP1,ETC->TAM,P05
SERPINE2->LRP1,ETC->TIL,P05
SERPINE2->LRP1,Endo->CAF,P05
SERPINE2->LRP1,Endo->ETC,P05
SERPINE2->LRP1,Endo->TAM,P05
SERPINE2->LRP1,Endo->TIL,P05
SERPINE2->LRP1,TAM->CAF,P05
SERPINE2->LRP1,TAM->ETC,P05
SERPINE2->LRP1,TAM->TAM,P05
SERPINE2->LRP1,TAM->TIL,P05
FGF19->FGFR4,CAF->CAF,P05
FGF19->FGFR4,CAF->ETC,P05
FGF19->FGFR4,ETC->CAF,P05
FGF19->FGFR4,ETC->ETC,P05
PDGFB->LRP1,CAF->CAF,P05
PDGFB->LRP1,CAF->ETC,P05
PDGFB->LRP1,CAF->TAM,P05
PDGFB->LRP1,CAF->TIL,P05
PDGFB->LRP1,ETC->CAF,P05
PDGFB->LRP1,ETC->ETC,P05
PDGFB->LRP1,ETC->TAM,P05
PDGFB->LRP1,ETC->TIL,P05
PDGFB->LRP1,Endo->CAF,P05
PDGFB->LRP1,Endo->ETC,P05
PDGFB->LRP1,Endo->TAM,P05
PDGFB->LRP1,Endo->TIL,P05
PDGFB->LRP1,TAM->CAF,P05
PDGFB->LRP1,TAM->ETC,P05
PDGFB->LRP1,TAM->TAM,P05
PDGFB->LRP1,TAM->TIL,P05
PDGFB->LRP1,TIL->CAF,P05
PDGFB->LRP1,TIL->ETC,P05
PDGFB->LRP1,TIL->TAM,P05
PDGFB->LRP1,TIL->TIL,P05
NXPH3->NRXN3,CAF->CAF,P05
NXPH3->NRXN3,CAF->ETC,P05
AGT->AGTR1,CAF->CAF,P05
AGT->AGTR1,CAF->ETC,P05
AGT->AGTR1,ETC->CAF,P05
AGT->AGTR1,ETC->ETC,P05
AGT->AGTR1,TAM->CAF,P05
AGT->AGTR1,TAM->ETC,P05
PSPN->GFRA1,CAF->CAF,P05
PSPN->GFRA1,TAM->CAF,P05
WNT2->FZD8,CAF->CAF,P05
WNT2->FZD8,CAF->Endo,P05
WNT1->ROR2,NA,NA
ARTN->RET,NA,NA
SLAMF1->SLAMF1,CAF->CAF,P05
SLAMF1->SLAMF1,CAF->DC,P05
SLAMF1->SLAMF1,CAF->Endo,P05
SLAMF1->SLAMF1,DC->CAF,P05
SLAMF1->SLAMF1,DC->DC,P05
SLAMF1->SLAMF1,DC->Endo,P05
SLAMF1->SLAMF1,Endo->CAF,P05
SLAMF1->SLAMF1,Endo->DC,P05
SLAMF1->SLAMF1,Endo->Endo,P05
CNTN1->NOTCH1,CAF->CAF,P05
CNTN1->NOTCH1,CAF->DC,P05
CNTN1->NOTCH1,CAF->ETC,P05
CNTN1->NOTCH1,CAF->Endo,P05
CNTN1->NOTCH1,CAF->TAM,P05
CNTN1->NOTCH1,TAM->CAF,P05
CNTN1->NOTCH1,TAM->DC,P05
CNTN1->NOTCH1,TAM->ETC,P05
CNTN1->NOTCH1,TAM->Endo,P05
CNTN1->NOTCH1,TAM->TAM,P05
ACE->BDKRB2,CAF->CAF,P05
ACE->BDKRB2,CAF->ETC,P05
ACE->BDKRB2,CAF->Endo,P05
ACE->BDKRB2,DC->CAF,P05
ACE->BDKRB2,DC->ETC,P05
ACE->BDKRB2,DC->Endo,P05
ACE->BDKRB2,ETC->CAF,P05
ACE->BDKRB2,ETC->ETC,P05
ACE->BDKRB2,ETC->Endo,P05
ACE->BDKRB2,TAM->CAF,P05
ACE->BDKRB2,TAM->ETC,P05
ACE->BDKRB2,TAM->Endo,P05
NTN3->NEO1,NA,NA
GZMB->CHRM3,TIL->ETC,P05
NODAL->TDGF1,NA,NA
CCL16->CCR5,Endo->TAM,P05
CCL4L1->CCR5,TAM->TAM,P05
IHH->HHIP,NA,NA
ZG16B->TLR4,CAF->CAF,P05
ZG16B->TLR4,CAF->TAM,P05
ZG16B->TLR4,ETC->CAF,P05
ZG16B->TLR4,ETC->TAM,P05
ZG16B->TLR4,TAM->CAF,P05
ZG16B->TLR4,TAM->TAM,P05
GDF5->ROR2,NA,NA
LPL->LRP1,CAF->CAF,P05
LPL->LRP1,CAF->ETC,P05
LPL->LRP1,CAF->TAM,P05
LPL->LRP1,CAF->TIL,P05
LPL->LRP1,DC->CAF,P05
LPL->LRP1,DC->ETC,P05
LPL->LRP1,DC->TAM,P05
LPL->LRP1,DC->TIL,P05
LPL->LRP1,ETC->CAF,P05
LPL->LRP1,ETC->ETC,P05
LPL->LRP1,ETC->TAM,P05
LPL->LRP1,ETC->TIL,P05
LPL->LRP1,Endo->CAF,P05
LPL->LRP1,Endo->ETC,P05
LPL->LRP1,Endo->TAM,P05
LPL->LRP1,Endo->TIL,P05
LPL->LRP1,TAM->CAF,P05
LPL->LRP1,TAM->ETC,P05
LPL->LRP1,TAM->TAM,P05
LPL->LRP1,TAM->TIL,P05
ANGPT1->TIE1,CAF->CAF,P05
ANGPT1->TIE1,CAF->Endo,P05
ANGPT1->TIE1,CAF->TAM,P05
ANGPTL1->TEK,CAF->CAF,P05
ANGPTL1->TEK,CAF->ETC,P05
ANGPTL1->TEK,CAF->Endo,P05
ANGPTL1->TEK,ETC->CAF,P05
ANGPTL1->TEK,ETC->ETC,P05
ANGPTL1->TEK,ETC->Endo,P05
CCL3L1->CCR5,CAF->TAM,P05
CCL3L1->CCR5,ETC->TAM,P05
CCL3L1->CCR5,TAM->TAM,P05
CCL11->CCR5,CAF->TAM,P05
CCL11->CCR5,ETC->TAM,P05
CCL11->CCR5,TAM->TAM,P05
JAM2->JAM3,CAF->CAF,P05
JAM2->JAM3,CAF->ETC,P05
JAM2->JAM3,CAF->Endo,P05
JAM2->JAM3,Endo->CAF,P05
JAM2->JAM3,Endo->ETC,P05
JAM2->JAM3,Endo->Endo,P05
JAM3->JAM2,CAF->CAF,P05
JAM3->JAM2,CAF->Endo,P05
JAM3->JAM2,ETC->CAF,P05
JAM3->JAM2,ETC->Endo,P05
JAM3->JAM2,Endo->CAF,P05
JAM3->JAM2,Endo->Endo,P05
CCN2->FGFR2,NA,NA
THPO->MPL,NA,NA
DHH->PTCH2,NA,NA
CCL2->ACKR1,NA,NA
WNT9B->FZD8,Endo->CAF,P06
WNT9B->FZD8,Endo->DC,P06
WNT9B->FZD8,Endo->ETC,P06
WNT9B->FZD8,Endo->Endo,P06
APOE->LRP1,CAF->CAF,P06
APOE->LRP1,CAF->DC,P06
APOE->LRP1,CAF->ETC,P06
APOE->LRP1,CAF->Endo,P06
APOE->LRP1,CAF->TAM,P06
APOE->LRP1,DC->CAF,P06
APOE->LRP1,DC->DC,P06
APOE->LRP1,DC->ETC,P06
APOE->LRP1,DC->Endo,P06
APOE->LRP1,DC->TAM,P06
APOE->LRP1,ETC->CAF,P06
APOE->LRP1,ETC->DC,P06
APOE->LRP1,ETC->ETC,P06
APOE->LRP1,ETC->Endo,P06
APOE->LRP1,ETC->TAM,P06
APOE->LRP1,Endo->CAF,P06
APOE->LRP1,Endo->DC,P06
APOE->LRP1,Endo->ETC,P06
APOE->LRP1,Endo->Endo,P06
APOE->LRP1,Endo->TAM,P06
APOE->LRP1,TAM->CAF,P06
APOE->LRP1,TAM->DC,P06
APOE->LRP1,TAM->ETC,P06
APOE->LRP1,TAM->Endo,P06
APOE->LRP1,TAM->TAM,P06
APOE->LRP1,TIL->CAF,P06
APOE->LRP1,TIL->DC,P06
APOE->LRP1,TIL->ETC,P06
APOE->LRP1,TIL->Endo,P06
APOE->LRP1,TIL->TAM,P06
RSPO4->LGR5,CAF->CAF,P06
RSPO4->LGR5,CAF->DC,P06
RSPO4->LGR5,CAF->ETC,P06
RSPO4->LGR5,CAF->Endo,P06
RSPO4->LGR5,ETC->CAF,P06
RSPO4->LGR5,ETC->DC,P06
RSPO4->LGR5,ETC->ETC,P06
RSPO4->LGR5,ETC->Endo,P06
GDF3->TDGF1,NA,NA
WNT3A->FZD8,CAF->CAF,P06
WNT3A->FZD8,CAF->DC,P06
WNT3A->FZD8,CAF->ETC,P06
WNT3A->FZD8,CAF->Endo,P06
WNT3A->FZD8,ETC->CAF,P06
WNT3A->FZD8,ETC->DC,P06
WNT3A->FZD8,ETC->ETC,P06
WNT3A->FZD8,ETC->Endo,P06
NGF->SORT1,CAF->CAF,P06
NGF->SORT1,CAF->DC,P06
NGF->SORT1,CAF->ETC,P06
NGF->SORT1,CAF->Endo,P06
NGF->SORT1,CAF->TAM,P06
NGF->SORT1,Endo->CAF,P06
NGF->SORT1,Endo->DC,P06
NGF->SORT1,Endo->ETC,P06
NGF->SORT1,Endo->Endo,P06
NGF->SORT1,Endo->TAM,P06
WNT3->FZD8,CAF->CAF,P06
WNT3->FZD8,CAF->DC,P06
WNT3->FZD8,CAF->ETC,P06
WNT3->FZD8,CAF->Endo,P06
WNT3->FZD8,ETC->CAF,P06
WNT3->FZD8,ETC->DC,P06
WNT3->FZD8,ETC->ETC,P06
WNT3->FZD8,ETC->Endo,P06
WNT3->FZD8,Endo->CAF,P06
WNT3->FZD8,Endo->DC,P06
WNT3->FZD8,Endo->ETC,P06
WNT3->FZD8,Endo->Endo,P06
WNT8A->FZD8,NA,NA
ICOSLG->CD28,CAF->CAF,P06
ICOSLG->CD28,CAF->ETC,P06
ICOSLG->CD28,CAF->TAM,P06
ICOSLG->CD28,CAF->TIL,P06
ICOSLG->CD28,DC->CAF,P06
ICOSLG->CD28,DC->ETC,P06
ICOSLG->CD28,DC->TAM,P06
ICOSLG->CD28,DC->TIL,P06
ICOSLG->CD28,ETC->CAF,P06
ICOSLG->CD28,ETC->ETC,P06
ICOSLG->CD28,ETC->TAM,P06
ICOSLG->CD28,ETC->TIL,P06
ICOSLG->CD28,Endo->CAF,P06
ICOSLG->CD28,Endo->ETC,P06
ICOSLG->CD28,Endo->TAM,P06
ICOSLG->CD28,Endo->TIL,P06
ICOSLG->CD28,TAM->CAF,P06
ICOSLG->CD28,TAM->ETC,P06
ICOSLG->CD28,TAM->TAM,P06
ICOSLG->CD28,TAM->TIL,P06
NTN1->NEO1,CAF->CAF,P06
NTN1->NEO1,CAF->DC,P06
NTN1->NEO1,CAF->ETC,P06
NTN1->NEO1,CAF->Endo,P06
NTN1->NEO1,ETC->CAF,P06
NTN1->NEO1,ETC->DC,P06
NTN1->NEO1,ETC->ETC,P06
NTN1->NEO1,ETC->Endo,P06
FGF9->FGFR4,CAF->CAF,P06
FGF9->FGFR4,CAF->DC,P06
FGF9->FGFR4,CAF->ETC,P06
FGF9->FGFR4,CAF->Endo,P06
FGF9->FGFR4,CAF->TAM,P06
FGF9->FGFR4,ETC->CAF,P06
FGF9->FGFR4,ETC->DC,P06
FGF9->FGFR4,ETC->ETC,P06
FGF9->FGFR4,ETC->Endo,P06
FGF9->FGFR4,ETC->TAM,P06
WNT1->FZD8,NA,NA
BDNF->SORT1,NA,NA
RSPO3->FZD8,CAF->CAF,P06
RSPO3->FZD8,CAF->DC,P06
RSPO3->FZD8,CAF->ETC,P06
RSPO3->FZD8,CAF->Endo,P06
RSPO3->FZD8,Endo->CAF,P06
RSPO3->FZD8,Endo->DC,P06
RSPO3->FZD8,Endo->ETC,P06
RSPO3->FZD8,Endo->Endo,P06
IHH->BOC,ETC->CAF,P06
IHH->BOC,ETC->ETC,P06
IHH->BOC,ETC->Endo,P06
SHH->BOC,ETC->CAF,P06
SHH->BOC,ETC->ETC,P06
SHH->BOC,ETC->Endo,P06
SHH->BOC,Endo->CAF,P06
SHH->BOC,Endo->ETC,P06
SHH->BOC,Endo->Endo,P06
SEMA6A->PLXNA4,CAF->CAF,P06
SEMA6A->PLXNA4,CAF->ETC,P06
SEMA6A->PLXNA4,DC->CAF,P06
SEMA6A->PLXNA4,DC->ETC,P06
SEMA6A->PLXNA4,ETC->CAF,P06
SEMA6A->PLXNA4,ETC->ETC,P06
SEMA6A->PLXNA4,Endo->CAF,P06
SEMA6A->PLXNA4,Endo->ETC,P06
SHH->SMO,ETC->CAF,P06
SHH->SMO,ETC->ETC,P06
SHH->SMO,Endo->CAF,P06
SHH->SMO,Endo->ETC,P06
NRTN->GFRA1,CAF->CAF,P06
NRTN->GFRA1,CAF->ETC,P06
NRTN->GFRA1,CAF->Endo,P06
NTS->SORT1,NA,NA
SHH->PTCH1,ETC->CAF,P06
SHH->PTCH1,ETC->ETC,P06
SHH->PTCH1,ETC->Endo,P06
SHH->PTCH1,ETC->TAM,P06
SHH->PTCH1,Endo->CAF,P06
SHH->PTCH1,Endo->ETC,P06
SHH->PTCH1,Endo->Endo,P06
SHH->PTCH1,Endo->TAM,P06
ICOSLG->CTLA4,CAF->CAF,P06
ICOSLG->CTLA4,CAF->DC,P06
ICOSLG->CTLA4,CAF->ETC,P06
ICOSLG->CTLA4,CAF->TAM,P06
ICOSLG->CTLA4,CAF->TIL,P06
ICOSLG->CTLA4,DC->CAF,P06
ICOSLG->CTLA4,DC->DC,P06
ICOSLG->CTLA4,DC->ETC,P06
ICOSLG->CTLA4,DC->TAM,P06
ICOSLG->CTLA4,DC->TIL,P06
ICOSLG->CTLA4,ETC->CAF,P06
ICOSLG->CTLA4,ETC->DC,P06
ICOSLG->CTLA4,ETC->ETC,P06
ICOSLG->CTLA4,ETC->TAM,P06
ICOSLG->CTLA4,ETC->TIL,P06
ICOSLG->CTLA4,Endo->CAF,P06
ICOSLG->CTLA4,Endo->DC,P06
ICOSLG->CTLA4,Endo->ETC,P06
ICOSLG->CTLA4,Endo->TAM,P06
ICOSLG->CTLA4,Endo->TIL,P06
ICOSLG->CTLA4,TAM->CAF,P06
ICOSLG->CTLA4,TAM->DC,P06
ICOSLG->CTLA4,TAM->ETC,P06
ICOSLG->CTLA4,TAM->TAM,P06
ICOSLG->CTLA4,TAM->TIL,P06
SHH->PTCH2,ETC->CAF,P06
SHH->PTCH2,ETC->DC,P06
SHH->PTCH2,ETC->ETC,P06
SHH->PTCH2,ETC->Endo,P06
SHH->PTCH2,Endo->CAF,P06
SHH->PTCH2,Endo->DC,P06
SHH->PTCH2,Endo->ETC,P06
SHH->PTCH2,Endo->Endo,P06
FGF1->FGFR4,CAF->CAF,P06
FGF1->FGFR4,CAF->DC,P06
FGF1->FGFR4,CAF->ETC,P06
FGF1->FGFR4,CAF->Endo,P06
FGF1->FGFR4,CAF->TAM,P06
FGF1->FGFR4,ETC->CAF,P06
FGF1->FGFR4,ETC->DC,P06
FGF1->FGFR4,ETC->ETC,P06
FGF1->FGFR4,ETC->Endo,P06
FGF1->FGFR4,ETC->TAM,P06
FGF1->FGFR4,Endo->CAF,P06
FGF1->FGFR4,Endo->DC,P06
FGF1->FGFR4,Endo->ETC,P06
FGF1->FGFR4,Endo->Endo,P06
FGF1->FGFR4,Endo->TAM,P06
RSPO2->LGR5,ETC->CAF,P06
RSPO2->LGR5,ETC->DC,P06
RSPO2->LGR5,ETC->ETC,P06
RSPO2->LGR5,ETC->Endo,P06
CXCL14->CXCR4,CAF->CAF,P06
CXCL14->CXCR4,CAF->DC,P06
CXCL14->CXCR4,CAF->ETC,P06
CXCL14->CXCR4,CAF->Endo,P06
CXCL14->CXCR4,CAF->TAM,P06
CXCL14->CXCR4,CAF->TIL,P06
CXCL14->CXCR4,ETC->CAF,P06
CXCL14->CXCR4,ETC->DC,P06
CXCL14->CXCR4,ETC->ETC,P06
CXCL14->CXCR4,ETC->Endo,P06
CXCL14->CXCR4,ETC->TAM,P06
CXCL14->CXCR4,ETC->TIL,P06
CXCL14->CXCR4,Endo->CAF,P06
CXCL14->CXCR4,Endo->DC,P06
CXCL14->CXCR4,Endo->ETC,P06
CXCL14->CXCR4,Endo->Endo,P06
CXCL14->CXCR4,Endo->TAM,P06
CXCL14->CXCR4,Endo->TIL,P06
CXCL14->CXCR4,TAM->CAF,P06
CXCL14->CXCR4,TAM->DC,P06
CXCL14->CXCR4,TAM->ETC,P06
CXCL14->CXCR4,TAM->Endo,P06
CXCL14->CXCR4,TAM->TAM,P06
CXCL14->CXCR4,TAM->TIL,P06
RSPO1->LGR5,CAF->CAF,P06
RSPO1->LGR5,CAF->DC,P06
RSPO1->LGR5,CAF->ETC,P06
RSPO1->LGR5,CAF->Endo,P06
ZG16B->CXCR4,CAF->CAF,P06
ZG16B->CXCR4,CAF->DC,P06
ZG16B->CXCR4,CAF->ETC,P06
ZG16B->CXCR4,CAF->Endo,P06
ZG16B->CXCR4,CAF->TAM,P06
ZG16B->CXCR4,CAF->TIL,P06
ZG16B->CXCR4,DC->CAF,P06
ZG16B->CXCR4,DC->DC,P06
ZG16B->CXCR4,DC->ETC,P06
ZG16B->CXCR4,DC->Endo,P06
ZG16B->CXCR4,DC->TAM,P06
ZG16B->CXCR4,DC->TIL,P06
ZG16B->CXCR4,ETC->CAF,P06
ZG16B->CXCR4,ETC->DC,P06
ZG16B->CXCR4,ETC->ETC,P06
ZG16B->CXCR4,ETC->Endo,P06
ZG16B->CXCR4,ETC->TAM,P06
ZG16B->CXCR4,ETC->TIL,P06
ZG16B->CXCR4,Endo->CAF,P06
ZG16B->CXCR4,Endo->DC,P06
ZG16B->CXCR4,Endo->ETC,P06
ZG16B->CXCR4,Endo->Endo,P06
ZG16B->CXCR4,Endo->TAM,P06
ZG16B->CXCR4,Endo->TIL,P06
ZG16B->CXCR4,TAM->CAF,P06
ZG16B->CXCR4,TAM->DC,P06
ZG16B->CXCR4,TAM->ETC,P06
ZG16B->CXCR4,TAM->Endo,P06
ZG16B->CXCR4,TAM->TAM,P06
ZG16B->CXCR4,TAM->TIL,P06
IHH->PTCH1,ETC->CAF,P06
IHH->PTCH1,ETC->ETC,P06
IHH->PTCH1,ETC->Endo,P06
IHH->PTCH1,ETC->TAM,P06
ANGPT1->TEK,CAF->CAF,P06
ANGPT1->TEK,CAF->ETC,P06
ANGPT1->TEK,CAF->Endo,P06
ANGPT1->TEK,Endo->CAF,P06
ANGPT1->TEK,Endo->ETC,P06
ANGPT1->TEK,Endo->Endo,P06
DHH->PTCH1,CAF->CAF,P06
DHH->PTCH1,CAF->ETC,P06
DHH->PTCH1,CAF->Endo,P06
DHH->PTCH1,CAF->TAM,P06
DHH->PTCH1,Endo->CAF,P06
DHH->PTCH1,Endo->ETC,P06
DHH->PTCH1,Endo->Endo,P06
DHH->PTCH1,Endo->TAM,P06
SHH->LRP2,NA,NA
FGF18->FGFR4,CAF->CAF,P06
FGF18->FGFR4,CAF->DC,P06
FGF18->FGFR4,CAF->ETC,P06
FGF18->FGFR4,CAF->Endo,P06
FGF18->FGFR4,CAF->TAM,P06
FGF18->FGFR4,DC->CAF,P06
FGF18->FGFR4,DC->DC,P06
FGF18->FGFR4,DC->ETC,P06
FGF18->FGFR4,DC->Endo,P06
FGF18->FGFR4,DC->TAM,P06
FGF18->FGFR4,ETC->CAF,P06
FGF18->FGFR4,ETC->DC,P06
FGF18->FGFR4,ETC->ETC,P06
FGF18->FGFR4,ETC->Endo,P06
FGF18->FGFR4,ETC->TAM,P06
FGF18->FGFR4,Endo->CAF,P06
FGF18->FGFR4,Endo->DC,P06
FGF18->FGFR4,Endo->ETC,P06
FGF18->FGFR4,Endo->Endo,P06
FGF18->FGFR4,Endo->TAM,P06
FGF18->FGFR4,TAM->CAF,P06
FGF18->FGFR4,TAM->DC,P06
FGF18->FGFR4,TAM->ETC,P06
FGF18->FGFR4,TAM->Endo,P06
FGF18->FGFR4,TAM->TAM,P06
SLIT3->ROBO2,CAF->CAF,P06
SLIT3->ROBO2,CAF->DC,P06
SLIT3->ROBO2,ETC->CAF,P06
SLIT3->ROBO2,ETC->DC,P06
SLIT3->ROBO2,Endo->CAF,P06
SLIT3->ROBO2,Endo->DC,P06
SLIT3->ROBO2,TAM->CAF,P06
SLIT3->ROBO2,TAM->DC,P06
RGMB->NEO1,CAF->CAF,P06
RGMB->NEO1,CAF->DC,P06
RGMB->NEO1,CAF->ETC,P06
RGMB->NEO1,CAF->Endo,P06
RGMB->NEO1,DC->CAF,P06
RGMB->NEO1,DC->DC,P06
RGMB->NEO1,DC->ETC,P06
RGMB->NEO1,DC->Endo,P06
RGMB->NEO1,ETC->CAF,P06
RGMB->NEO1,ETC->DC,P06
RGMB->NEO1,ETC->ETC,P06
RGMB->NEO1,ETC->Endo,P06
RGMB->NEO1,Endo->CAF,P06
RGMB->NEO1,Endo->DC,P06
RGMB->NEO1,Endo->ETC,P06
RGMB->NEO1,Endo->Endo,P06
ANGPT4->TEK,NA,NA
NTNG2->LRRC4,CAF->Endo,P06
NTNG2->LRRC4,TAM->Endo,P06
LRPAP1->SORT1,CAF->CAF,P06
LRPAP1->SORT1,CAF->DC,P06
LRPAP1->SORT1,CAF->ETC,P06
LRPAP1->SORT1,CAF->Endo,P06
LRPAP1->SORT1,CAF->TAM,P06
LRPAP1->SORT1,DC->CAF,P06
LRPAP1->SORT1,DC->DC,P06
LRPAP1->SORT1,DC->ETC,P06
LRPAP1->SORT1,DC->Endo,P06
LRPAP1->SORT1,DC->TAM,P06
LRPAP1->SORT1,ETC->CAF,P06
LRPAP1->SORT1,ETC->DC,P06
LRPAP1->SORT1,ETC->ETC,P06
LRPAP1->SORT1,ETC->Endo,P06
LRPAP1->SORT1,ETC->TAM,P06
LRPAP1->SORT1,Endo->CAF,P06
LRPAP1->SORT1,Endo->DC,P06
LRPAP1->SORT1,Endo->ETC,P06
LRPAP1->SORT1,Endo->Endo,P06
LRPAP1->SORT1,Endo->TAM,P06
LRPAP1->SORT1,TAM->CAF,P06
LRPAP1->SORT1,TAM->DC,P06
LRPAP1->SORT1,TAM->ETC,P06
LRPAP1->SORT1,TAM->Endo,P06
LRPAP1->SORT1,TAM->TAM,P06
LRPAP1->SORT1,TIL->CAF,P06
LRPAP1->SORT1,TIL->DC,P06
LRPAP1->SORT1,TIL->ETC,P06
LRPAP1->SORT1,TIL->Endo,P06
LRPAP1->SORT1,TIL->TAM,P06
NLGN1->NRXN3,CAF->CAF,P06
NLGN1->NRXN3,CAF->ETC,P06
NLGN1->NRXN3,CAF->Endo,P06
CORT->SSTR1,CAF->CAF,P06
CORT->SSTR1,CAF->ETC,P06
FGF16->FGFR4,NA,NA
FGF17->FGFR4,NA,NA
FGF20->FGFR4,ETC->CAF,P06
FGF20->FGFR4,ETC->DC,P06
FGF20->FGFR4,ETC->ETC,P06
FGF20->FGFR4,ETC->Endo,P06
FGF20->FGFR4,ETC->TAM,P06
FGF21->FGFR4,NA,NA
FGF23->FGFR4,NA,NA
FGF4->FGFR4,NA,NA
FGF6->FGFR4,NA,NA
FGF8->FGFR4,NA,NA
IHH->PTCH2,ETC->CAF,P06
IHH->PTCH2,ETC->DC,P06
IHH->PTCH2,ETC->ETC,P06
IHH->PTCH2,ETC->Endo,P06
FGF3->FGFR4,CAF->CAF,P06
FGF3->FGFR4,CAF->DC,P06
FGF3->FGFR4,CAF->ETC,P06
FGF3->FGFR4,CAF->Endo,P06
FGF3->FGFR4,CAF->TAM,P06
GHRL->MLNR,NA,NA
FGF5->FGFR4,CAF->CAF,P06
FGF5->FGFR4,CAF->DC,P06
FGF5->FGFR4,CAF->ETC,P06
FGF5->FGFR4,CAF->Endo,P06
FGF5->FGFR4,CAF->TAM,P06
FGF5->FGFR4,DC->CAF,P06
FGF5->FGFR4,DC->DC,P06
FGF5->FGFR4,DC->ETC,P06
FGF5->FGFR4,DC->Endo,P06
FGF5->FGFR4,DC->TAM,P06
FGF5->FGFR4,ETC->CAF,P06
FGF5->FGFR4,ETC->DC,P06
FGF5->FGFR4,ETC->ETC,P06
FGF5->FGFR4,ETC->Endo,P06
FGF5->FGFR4,ETC->TAM,P06
APOE->LRP5,CAF->CAF,P06
APOE->LRP5,CAF->DC,P06
APOE->LRP5,CAF->ETC,P06
APOE->LRP5,CAF->Endo,P06
APOE->LRP5,DC->CAF,P06
APOE->LRP5,DC->DC,P06
APOE->LRP5,DC->ETC,P06
APOE->LRP5,DC->Endo,P06
APOE->LRP5,ETC->CAF,P06
APOE->LRP5,ETC->DC,P06
APOE->LRP5,ETC->ETC,P06
APOE->LRP5,ETC->Endo,P06
APOE->LRP5,Endo->CAF,P06
APOE->LRP5,Endo->DC,P06
APOE->LRP5,Endo->ETC,P06
APOE->LRP5,Endo->Endo,P06
APOE->LRP5,TAM->CAF,P06
APOE->LRP5,TAM->DC,P06
APOE->LRP5,TAM->ETC,P06
APOE->LRP5,TAM->Endo,P06
APOE->LRP5,TIL->CAF,P06
APOE->LRP5,TIL->DC,P06
APOE->LRP5,TIL->ETC,P06
APOE->LRP5,TIL->Endo,P06
PROC->TEK,CAF->CAF,P06
PROC->TEK,CAF->ETC,P06
PROC->TEK,CAF->Endo,P06
PROC->TEK,ETC->CAF,P06
PROC->TEK,ETC->ETC,P06
PROC->TEK,ETC->Endo,P06
PROC->TEK,TAM->CAF,P06
PROC->TEK,TAM->ETC,P06
PROC->TEK,TAM->Endo,P06
LRPAP1->LRP8,CAF->CAF,P06
LRPAP1->LRP8,CAF->ETC,P06
LRPAP1->LRP8,DC->CAF,P06
LRPAP1->LRP8,DC->ETC,P06
LRPAP1->LRP8,ETC->CAF,P06
LRPAP1->LRP8,ETC->ETC,P06
LRPAP1->LRP8,Endo->CAF,P06
LRPAP1->LRP8,Endo->ETC,P06
LRPAP1->LRP8,TAM->CAF,P06
LRPAP1->LRP8,TAM->ETC,P06
LRPAP1->LRP8,TIL->CAF,P06
LRPAP1->LRP8,TIL->ETC,P06
CALCA->RAMP2,TAM->CAF,P06
CALCA->RAMP2,TAM->DC,P06
CALCA->RAMP2,TAM->ETC,P06
CALCA->RAMP2,TAM->Endo,P06
CALCA->RAMP2,TAM->TAM,P06
