"","sampleid","types"
"cell_998","P04","CAF"
"cell_999","P04","CAF"
"cell_1000","P04","CAF"
"cell_1001","P04","CAF"
"cell_1002","P04","ETC"
"cell_1003","P04","CAF"
"cell_1004","P04","CAF"
"cell_1005","P04","ETC"
"cell_1006","P04","ETC"
"cell_1007","P04","ETC"
"cell_1008","P04","ETC"
"cell_1009","P04","ETC"
"cell_1010","P04","ETC"
"cell_1011","P04","ETC"
"cell_1012","P04","CAF"
"cell_1013","P04","ETC"
"cell_1014","P04","ETC"
"cell_1015","P04","ETC"
"cell_1016","P04","ETC"
"cell_1017","P04","CAF"
"cell_1018","P04","ETC"
"cell_1019","P04","ETC"
"cell_1020","P04","ETC"
"cell_1021","P04","ETC"
"cell_1022","P04","ETC"
"cell_1023","P04","ETC"
"cell_1024","P04","ETC"
"cell_1025","P04","ETC"
"cell_1026","P04","ETC"
"cell_1027","P04","ETC"
"cell_1028","P04","ETC"
"cell_1029","P04","ETC"
"cell_1030","P04","ETC"
"cell_1031","P04","ETC"
"cell_1032","P04","ETC"
"cell_1033","P04","CAF"
"cell_1034","P04","CAF"
"cell_1035","P04","CAF"
"cell_1036","P04","ETC"
"cell_1037","P04","ETC"
"cell_1038","P04","ETC"
"cell_1039","P04","ETC"
"cell_1040","P04","EMT"
"cell_1041","P04","ETC"
"cell_1042","P04","CAF"
"cell_1043","P04","EMT"
"cell_1044","P04","ETC"
"cell_1045","P04","ETC"
"cell_1046","P04","CAF"
"cell_1047","P04","ETC"
"cell_1048","P04","CAF"
"cell_1049","P04","ETC"
"cell_1050","P04","ETC"
"cell_1051","P04","CAF"
"cell_1052","P04","CAF"
"cell_1053","P04","ETC"
"cell_1054","P04","ETC"
"cell_1055","P04","ETC"
"cell_1056","P04","ETC"
"cell_1057","P04","ETC"
"cell_1058","P04","CAF"
"cell_1059","P04","ETC"
"cell_1060","P04","ETC"
"cell_1061","P04","ETC"
"cell_1062","P04","ETC"
"cell_1063","P04","ETC"
"cell_1064","P04","ETC"
"cell_1065","P04","ETC"
"cell_1066","P04","CAF"
"cell_1067","P04","ETC"
"cell_1068","P04","ETC"
"cell_1069","P04","ETC"
"cell_1070","P04","ETC"
"cell_1071","P04","ETC"
"cell_1072","P04","EMT"
"cell_1073","P04","ETC"
"cell_1074","P04","ETC"
"cell_1075","P04","ETC"
"cell_1076","P04","CAF"
"cell_1077","P04","ETC"
"cell_1078","P04","ETC"
"cell_1079","P04","CAF"
"cell_1080","P04","CAF"
"cell_1081","P04","ETC"
"cell_1082","P04","ETC"
"cell_1083","P04","CAF"
"cell_1084","P04","CAF"
"cell_1085","P04","ETC"
"cell_1086","P04","ETC"
"cell_1087","P04","ETC"
"cell_1088","P04","ETC"
"cell_1089","P04","CAF"
"cell_1090","P04","ETC"
"cell_1091","P04","CAF"
"cell_1092","P04","CAF"
"cell_1093","P04","ETC"
"cell_1094","P04","CAF"
"cell_1095","P04","ETC"
"cell_1096","P04","ETC"
"cell_1097","P04","CAF"
"cell_1098","P04","ETC"
"cell_1099","P04","ETC"
"cell_1100","P04","ETC"
"cell_1101","P04","ETC"
"cell_1102","P04","ETC"
"cell_1103","P04","CAF"
"cell_1104","P04","CAF"
"cell_1105","P04","ETC"
"cell_1106","P04","CAF"
"cell_1107","P04","ETC"
"cell_1108","P04","ETC"
"cell_1109","P04","CAF"
"cell_1110","P04","ETC"
"cell_1111","P04","ETC"
"cell_1112","P04","ETC"
"cell_1113","P04","ETC"
"cell_1114","P04","CAF"
"cell_1115","P04","ETC"
"cell_1116","P04","ETC"
"cell_1117","P04","CAF"
"cell_1118","P04","ETC"
"cell_1119","P04","CAF"
"cell_1120","P05","CAF"
"cell_1121","P05","CAF"
"cell_1122","P05","CAF"
"cell_1123","P05","CAF"
"cell_1124","P05","CAF"
"cell_1125","P05","Endo"
"cell_1126","P05","ETC"
"cell_1127","P05","ETC"
"cell_1128","P05","CAF"
"cell_1129","P05","CAF"
"cell_1130","P05","ETC"
"cell_1131","P05","ETC"
"cell_1132","P05","CAF"
"cell_1133","P05","TAM"
"cell_1134","P05","CAF"
"cell_1135","P05","CAF"
"cell_1136","P05","CAF"
"cell_1137","P05","TAM"
"cell_1138","P05","CAF"
"cell_1139","P05","ETC"
"cell_1140","P05","Endo"
"cell_1141","P05","CAF"
"cell_1142","P05","CAF"
"cell_1143","P05","CAF"
"cell_1144","P05","TAM"
"cell_1145","P05","CAF"
"cell_1146","P05","CAF"
"cell_1147","P05","CAF"
"cell_1148","P05","CAF"
"cell_1149","P05","CAF"
"cell_1150","P05","ETC"
"cell_1151","P05","CAF"
"cell_1152","P05","ETC"
"cell_1153","P05","ETC"
"cell_1154","P05","CAF"
"cell_1155","P05","CAF"
"cell_1156","P05","CAF"
"cell_1157","P05","CAF"
"cell_1158","P05","CAF"
"cell_1159","P05","TAM"
"cell_1160","P05","CAF"
"cell_1161","P05","CAF"
"cell_1162","P05","ETC"
"cell_1163","P05","CAF"
"cell_1164","P05","TAM"
"cell_1165","P05","ETC"
"cell_1166","P05","CAF"
"cell_1167","P05","CAF"
"cell_1168","P05","ETC"
"cell_1169","P05","CAF"
"cell_1170","P05","ETC"
"cell_1171","P05","CAF"
"cell_1172","P05","TAM"
"cell_1173","P05","CAF"
"cell_1174","P05","CAF"
"cell_1175","P05","TAM"
"cell_1176","P05","ETC"
"cell_1177","P05","TAM"
"cell_1178","P05","CAF"
"cell_1179","P05","CAF"
"cell_1180","P05","CAF"
"cell_1181","P05","CAF"
"cell_1182","P05","CAF"
"cell_1183","P05","CAF"
"cell_1184","P05","CAF"
"cell_1185","P05","TAM"
"cell_1186","P05","CAF"
"cell_1187","P05","CAF"
"cell_1188","P05","CAF"
"cell_1189","P05","CAF"
"cell_1190","P05","CAF"
"cell_1191","P05","CAF"
"cell_1192","P05","ETC"
"cell_1193","P05","CAF"
"cell_1194","P05","DC"
"cell_1195","P05","CAF"
"cell_1196","P05","TAM"
"cell_1197","P05","CAF"
"cell_1198","P05","CAF"
"cell_1199","P05","CAF"
"cell_1200","P05","CAF"
"cell_1201","P05","CAF"
"cell_1202","P05","CAF"
"cell_1203","P05","ETC"
"cell_1204","P05","TAM"
"cell_1205","P05","TAM"
"cell_1206","P05","ETC"
"cell_1207","P05","CAF"
"cell_1208","P05","ETC"
"cell_1209","P05","CAF"
"cell_1210","P05","CAF"
"cell_1211","P05","CAF"
"cell_1212","P05","CAF"
"cell_1213","P05","CAF"
"cell_1214","P05","CAF"
"cell_1215","P05","TAM"
"cell_1216","P05","TAM"
"cell_1217","P05","CAF"
"cell_1218","P05","DC"
"cell_1219","P05","CAF"
"cell_1220","P05","CAF"
"cell_1221","P05","TAM"
"cell_1222","P05","CAF"
"cell_1223","P05","CAF"
"cell_1224","P05","CAF"
"cell_1225","P05","CAF"
"cell_1226","P05","CAF"
"cell_1227","P05","TAM"
"cell_1228","P05","CAF"
"cell_1229","P05","CAF"
"cell_1230","P05","CAF"
"cell_1231","P05","TIL"
"cell_1232","P05","CAF"
"cell_1233","P05","CAF"
"cell_1234","P05","CAF"
"cell_1235","P05","CAF"
"cell_1236","P05","Endo"
"cell_1237","P05","TIL"
"cell_1238","P05","CAF"
"cell_1239","P05","Endo"
"cell_1240","P05","CAF"
"cell_1241","P05","DC"
"cell_1242","P05","CAF"
"cell_1243","P05","CAF"
"cell_1244","P05","TAM"
"cell_1245","P05","CAF"
"cell_1246","P05","CAF"
"cell_1247","P05","CAF"
"cell_1248","P05","TAM"
"cell_1249","P05","TIL"
"cell_1250","P05","CAF"
"cell_1251","P05","CAF"
"cell_1252","P05","CAF"
"cell_1253","P05","CAF"
"cell_1254","P05","ETC"
"cell_1255","P05","CAF"
"cell_1256","P05","ETC"
"cell_1257","P05","CAF"
"cell_1258","P05","CAF"
"cell_1259","P05","CAF"
"cell_1260","P05","DC"
"cell_1261","P05","CAF"
"cell_1262","P05","CAF"
"cell_1263","P05","CAF"
"cell_1264","P05","CAF"
"cell_1265","P05","CAF"
"cell_1266","P05","CAF"
"cell_1267","P05","ETC"
"cell_1268","P05","CAF"
"cell_1269","P05","CAF"
"cell_1270","P05","ETC"
"cell_1271","P05","ETC"
"cell_1272","P05","ETC"
"cell_1273","P05","CAF"
"cell_1274","P05","CAF"
"cell_1275","P05","CAF"
"cell_1276","P05","CAF"
"cell_1277","P05","ETC"
"cell_1278","P05","CAF"
"cell_1279","P05","CAF"
"cell_1280","P05","ETC"
"cell_1281","P05","CAF"
"cell_1282","P05","CAF"
"cell_1283","P05","CAF"
"cell_1284","P05","ETC"
"cell_1285","P05","CAF"
"cell_1286","P05","ETC"
"cell_1287","P05","CAF"
"cell_1288","P05","ETC"
"cell_1289","P05","CAF"
"cell_1290","P05","ETC"
"cell_1291","P05","CAF"
"cell_1292","P05","CAF"
"cell_1293","P05","CAF"
"cell_1294","P05","ETC"
"cell_1295","P05","CAF"
"cell_1296","P05","CAF"
"cell_1297","P05","CAF"
"cell_1298","P05","CAF"
"cell_1299","P05","CAF"
"cell_1300","P05","CAF"
"cell_1301","P05","CAF"
"cell_1302","P05","ETC"
"cell_1303","P05","CAF"
"cell_1304","P05","CAF"
"cell_1305","P05","CAF"
"cell_1306","P05","CAF"
"cell_1307","P05","CAF"
"cell_1308","P05","CAF"
"cell_1309","P05","CAF"
"cell_1310","P05","TAM"
"cell_1311","P05","CAF"
"cell_1312","P05","CAF"
"cell_1313","P05","TAM"
"cell_1314","P05","CAF"
"cell_1315","P05","CAF"
"cell_1316","P05","CAF"
"cell_1317","P05","CAF"
"cell_1318","P05","CAF"
"cell_1319","P05","CAF"
"cell_1320","P05","CAF"
"cell_1321","P05","CAF"
"cell_1322","P05","TAM"
"cell_1323","P05","CAF"
"cell_1324","P05","CAF"
"cell_1325","P05","CAF"
"cell_1326","P05","CAF"
"cell_1327","P05","ETC"
"cell_1328","P05","CAF"
"cell_1329","P05","Endo"
"cell_1330","P05","ETC"
"cell_1331","P05","CAF"
"cell_1332","P05","CAF"
"cell_1333","P05","CAF"
"cell_1334","P05","CAF"
"cell_1335","P05","CAF"
"cell_1336","P05","CAF"
"cell_1337","P05","CAF"
"cell_1338","P05","CAF"
"cell_1339","P05","CAF"
"cell_1340","P05","Endo"
"cell_1341","P05","TIL"
"cell_1342","P05","TAM"
"cell_1343","P05","CAF"
"cell_1344","P05","CAF"
"cell_1345","P05","TAM"
"cell_1346","P05","CAF"
"cell_1347","P05","TIL"
"cell_1348","P05","CAF"
"cell_1349","P05","CAF"
"cell_1350","P05","CAF"
"cell_1351","P05","CAF"
"cell_1352","P05","CAF"
"cell_1353","P05","ETC"
"cell_1354","P05","CAF"
"cell_1355","P05","CAF"
"cell_1356","P05","TAM"
"cell_1357","P05","CAF"
"cell_1358","P05","ETC"
"cell_1359","P05","CAF"
"cell_1360","P05","CAF"
"cell_1361","P05","ETC"
"cell_1362","P05","CAF"
"cell_1363","P05","CAF"
"cell_1364","P05","ETC"
"cell_1365","P05","TAM"
"cell_1366","P05","CAF"
"cell_1367","P05","CAF"
"cell_1368","P05","ETC"
"cell_1369","P05","CAF"
"cell_1370","P05","CAF"
"cell_1371","P05","CAF"
"cell_1372","P05","CAF"
"cell_1373","P05","CAF"
"cell_1374","P05","ETC"
"cell_1375","P05","CAF"
"cell_1376","P05","CAF"
"cell_1377","P05","CAF"
"cell_1378","P05","Endo"
"cell_1379","P05","CAF"
"cell_1380","P05","CAF"
"cell_1381","P05","CAF"
"cell_1382","P05","CAF"
"cell_1383","P05","CAF"
"cell_1384","P05","CAF"
"cell_1385","P05","CAF"
"cell_1386","P05","ETC"
"cell_1387","P05","Endo"
"cell_1388","P05","CAF"
"cell_1389","P05","TAM"
"cell_1390","P05","ETC"
"cell_1391","P05","CAF"
"cell_1392","P05","CAF"
"cell_1393","P05","CAF"
"cell_1394","P05","CAF"
"cell_1395","P05","CAF"
"cell_1396","P05","CAF"
"cell_1397","P05","CAF"
"cell_1398","P05","CAF"
"cell_1399","P05","CAF"
"cell_1400","P05","ETC"
"cell_1401","P05","CAF"
"cell_1402","P05","CAF"
"cell_1403","P05","ETC"
"cell_1404","P05","TAM"
"cell_1405","P05","CAF"
"cell_1406","P05","CAF"
"cell_1407","P05","CAF"
"cell_1408","P05","CAF"
"cell_1409","P05","ETC"
"cell_1410","P05","CAF"
"cell_1411","P05","CAF"
"cell_1412","P05","ETC"
"cell_1413","P05","CAF"
"cell_1414","P05","CAF"
"cell_1415","P05","ETC"
"cell_1416","P05","CAF"
"cell_1417","P05","CAF"
"cell_1418","P05","CAF"
"cell_1419","P05","CAF"
"cell_1420","P05","DC"
"cell_1421","P05","ETC"
"cell_1422","P05","CAF"
"cell_1423","P05","CAF"
"cell_1424","P05","ETC"
"cell_1425","P05","CAF"
"cell_1426","P05","CAF"
"cell_1427","P05","CAF"
"cell_1428","P05","CAF"
"cell_1429","P05","CAF"
"cell_1430","P05","CAF"
"cell_1431","P05","ETC"
"cell_1432","P05","TAM"
"cell_1433","P05","CAF"
"cell_1434","P05","CAF"
"cell_1435","P05","CAF"
"cell_1436","P05","CAF"
"cell_1437","P05","Endo"
"cell_1438","P05","CAF"
"cell_1439","P05","CAF"
"cell_1440","P05","CAF"
"cell_1441","P05","CAF"
"cell_1442","P05","CAF"
"cell_1443","P05","CAF"
"cell_1444","P05","ETC"
"cell_1445","P05","CAF"
"cell_1446","P05","ETC"
"cell_1447","P05","CAF"
"cell_1448","P05","CAF"
"cell_1449","P05","ETC"
"cell_1450","P05","ETC"
"cell_1451","P05","TAM"
"cell_1452","P05","CAF"
"cell_1453","P05","CAF"
"cell_1454","P05","ETC"
"cell_1455","P05","ETC"
"cell_1456","P05","DC"
"cell_1457","P05","CAF"
"cell_1458","P05","ETC"
"cell_1459","P05","CAF"
"cell_1460","P05","CAF"
"cell_1461","P05","ETC"
"cell_1462","P05","CAF"
"cell_1463","P05","TIL"
"cell_1464","P05","CAF"
"cell_1465","P05","CAF"
"cell_1466","P05","ETC"
"cell_1467","P05","ETC"
"cell_1468","P05","CAF"
"cell_1469","P05","ETC"
"cell_1470","P05","CAF"
"cell_1471","P05","ETC"
"cell_1472","P05","CAF"
"cell_1473","P05","CAF"
"cell_1474","P05","CAF"
"cell_1475","P05","CAF"
"cell_1476","P05","CAF"
"cell_1477","P05","ETC"
"cell_1478","P05","ETC"
"cell_1479","P05","CAF"
"cell_1480","P05","Endo"
"cell_1481","P05","ETC"
"cell_1482","P05","CAF"
"cell_1483","P05","CAF"
"cell_1484","P05","CAF"
"cell_1485","P05","CAF"
"cell_1486","P05","CAF"
"cell_1487","P05","ETC"
"cell_1488","P05","CAF"
"cell_1489","P05","CAF"
"cell_1490","P05","CAF"
"cell_1491","P05","CAF"
"cell_1492","P05","TAM"
"cell_1493","P05","CAF"
"cell_1494","P05","CAF"
"cell_1495","P05","DC"
"cell_1496","P05","ETC"
"cell_1497","P05","ETC"
"cell_1498","P05","CAF"
"cell_1499","P05","CAF"
"cell_1500","P05","ETC"
"cell_1501","P05","CAF"
"cell_1502","P05","CAF"
"cell_1503","P05","CAF"
"cell_1504","P05","Endo"
"cell_1505","P05","CAF"
"cell_1506","P05","CAF"
"cell_1507","P05","CAF"
"cell_1508","P05","CAF"
"cell_1509","P05","CAF"
"cell_1510","P05","CAF"
"cell_1511","P05","CAF"
"cell_1512","P05","CAF"
"cell_1513","P05","TAM"
"cell_1514","P05","CAF"
"cell_1515","P05","CAF"
"cell_1516","P05","CAF"
"cell_1517","P05","CAF"
"cell_1518","P05","ETC"
"cell_1519","P05","Endo"
"cell_1520","P05","CAF"
"cell_1521","P05","ETC"
"cell_1522","P05","CAF"
"cell_1523","P05","ETC"
"cell_1524","P05","CAF"
"cell_1525","P05","CAF"
"cell_1526","P05","CAF"
"cell_1527","P05","CAF"
"cell_1528","P05","CAF"
"cell_1529","P05","TAM"
"cell_1530","P05","CAF"
"cell_1531","P05","ETC"
"cell_1532","P05","ETC"
"cell_1533","P05","CAF"
"cell_1534","P05","CAF"
"cell_1535","P05","ETC"
"cell_1536","P05","CAF"
"cell_1537","P05","ETC"
"cell_1538","P05","TAM"
"cell_1539","P05","CAF"
"cell_1540","P05","CAF"
"cell_1541","P05","CAF"
"cell_1542","P05","ETC"
"cell_1543","P05","Endo"
"cell_1544","P05","ETC"
"cell_1545","P05","ETC"
"cell_1546","P05","CAF"
"cell_1547","P05","CAF"
"cell_1548","P05","TIL"
"cell_1549","P05","CAF"
"cell_1550","P05","TIL"
"cell_1551","P05","CAF"
"cell_1552","P05","Endo"
"cell_1553","P05","CAF"
"cell_1554","P05","CAF"
"cell_1555","P05","CAF"
"cell_1556","P05","TIL"
"cell_1557","P05","ETC"
"cell_1558","P05","CAF"
"cell_1559","P05","CAF"
"cell_1560","P05","TAM"
"cell_1561","P05","CAF"
"cell_1562","P05","ETC"
"cell_1563","P05","ETC"
"cell_1564","P05","CAF"
"cell_1565","P05","CAF"
"cell_1566","P05","CAF"
"cell_1567","P05","CAF"
"cell_1568","P05","CAF"
"cell_1569","P05","CAF"
"cell_1570","P05","CAF"
"cell_1571","P05","CAF"
"cell_1572","P05","CAF"
"cell_1573","P05","CAF"
"cell_1574","P05","CAF"
"cell_1575","P05","CAF"
"cell_1576","P05","CAF"
"cell_1577","P05","CAF"
"cell_1578","P05","CAF"
"cell_1579","P05","CAF"
"cell_1580","P05","CAF"
"cell_1581","P05","CAF"
"cell_1582","P05","CAF"
"cell_1583","P05","CAF"
"cell_1584","P05","ETC"
"cell_1585","P05","CAF"
"cell_1586","P05","TIL"
"cell_1587","P05","CAF"
"cell_1588","P05","CAF"
"cell_1589","P05","CAF"
"cell_1590","P05","TIL"
"cell_1591","P05","CAF"
"cell_1592","P05","CAF"
"cell_1593","P05","ETC"
"cell_1594","P05","DC"
"cell_1595","P05","CAF"
"cell_1596","P05","CAF"
"cell_1597","P05","CAF"
"cell_1598","P05","DC"
"cell_1599","P05","CAF"
"cell_1600","P05","CAF"
"cell_1601","P05","TAM"
"cell_1602","P05","CAF"
"cell_1603","P05","CAF"
"cell_1604","P05","CAF"
"cell_1605","P05","CAF"
"cell_1606","P05","ETC"
"cell_1607","P05","ETC"
"cell_1608","P05","ETC"
"cell_1609","P05","CAF"
"cell_1610","P05","TAM"
"cell_1611","P05","CAF"
"cell_1612","P05","CAF"
"cell_1613","P05","CAF"
"cell_1614","P05","CAF"
"cell_1615","P05","CAF"
"cell_1616","P05","ETC"
"cell_1617","P05","ETC"
"cell_1618","P05","CAF"
"cell_1619","P05","CAF"
"cell_1620","P05","CAF"
"cell_1621","P05","ETC"
"cell_1622","P05","CAF"
"cell_1623","P05","ETC"
"cell_1624","P05","ETC"
"cell_1625","P05","ETC"
"cell_1626","P05","CAF"
"cell_1627","P05","CAF"
"cell_1628","P05","CAF"
"cell_1629","P05","CAF"
"cell_1630","P05","CAF"
"cell_1631","P05","CAF"
"cell_1632","P05","CAF"
"cell_1633","P05","ETC"
"cell_1634","P05","CAF"
"cell_1635","P05","CAF"
"cell_1636","P05","CAF"
"cell_1637","P05","CAF"
"cell_1638","P05","CAF"
"cell_1639","P05","CAF"
"cell_1640","P05","CAF"
"cell_1641","P05","CAF"
"cell_1642","P05","CAF"
"cell_1643","P05","CAF"
"cell_1644","P05","CAF"
"cell_1645","P05","ETC"
"cell_1646","P05","CAF"
"cell_1647","P05","CAF"
"cell_1648","P05","ETC"
"cell_1649","P05","CAF"
"cell_1650","P05","CAF"
"cell_1651","P05","TIL"
"cell_1652","P05","CAF"
"cell_1653","P05","CAF"
"cell_1654","P05","Endo"
"cell_1655","P05","CAF"
"cell_1656","P05","CAF"
"cell_1657","P05","ETC"
"cell_1658","P05","TAM"
"cell_1659","P05","CAF"
"cell_1660","P05","ETC"
"cell_1661","P05","TAM"
"cell_1662","P05","ETC"
"cell_1663","P05","CAF"
"cell_1664","P05","CAF"
"cell_1665","P05","ETC"
"cell_1666","P05","TAM"
"cell_1667","P05","ETC"
"cell_1668","P05","CAF"
"cell_1669","P05","TAM"
"cell_1670","P05","CAF"
"cell_1671","P05","CAF"
"cell_1672","P05","ETC"
"cell_1673","P05","CAF"
"cell_1674","P05","TAM"
"cell_1675","P05","CAF"
"cell_1676","P05","CAF"
"cell_1677","P05","ETC"
"cell_1678","P05","ETC"
"cell_1679","P05","ETC"
"cell_1680","P05","ETC"
"cell_1681","P05","ETC"
"cell_1682","P05","ETC"
"cell_1683","P05","TAM"
"cell_1684","P05","CAF"
"cell_1685","P05","CAF"
"cell_1686","P05","CAF"
"cell_1687","P05","ETC"
"cell_1688","P05","ETC"
"cell_1689","P05","Endo"
"cell_1690","P05","TIL"
"cell_1691","P05","TAM"
"cell_1692","P05","CAF"
"cell_1693","P05","CAF"
"cell_1694","P05","CAF"
"cell_1695","P05","TAM"
"cell_1696","P05","ETC"
"cell_1697","P05","CAF"
"cell_1698","P05","CAF"
"cell_1699","P05","CAF"
"cell_1700","P05","CAF"
"cell_1701","P05","TAM"
"cell_1702","P05","TAM"
"cell_1703","P05","CAF"
"cell_1704","P05","ETC"
"cell_1705","P05","CAF"
"cell_1706","P05","CAF"
"cell_1707","P05","ETC"
"cell_1708","P05","CAF"
"cell_1709","P05","ETC"
"cell_1710","P05","CAF"
"cell_1711","P05","TAM"
"cell_1712","P05","CAF"
"cell_1713","P05","CAF"
"cell_1714","P05","CAF"
"cell_1715","P05","ETC"
"cell_1716","P05","CAF"
"cell_1717","P05","CAF"
"cell_1718","P05","CAF"
"cell_1719","P05","CAF"
"cell_1720","P05","CAF"
"cell_1721","P05","CAF"
"cell_1722","P05","CAF"
"cell_1723","P05","CAF"
"cell_1724","P05","CAF"
"cell_1725","P05","CAF"
"cell_1726","P05","CAF"
"cell_1727","P05","CAF"
"cell_1728","P05","CAF"
"cell_1729","P05","CAF"
"cell_1730","P05","CAF"
"cell_1731","P05","CAF"
"cell_1732","P05","CAF"
"cell_1733","P05","CAF"
"cell_1734","P05","CAF"
"cell_1735","P05","TAM"
"cell_1736","P05","CAF"
"cell_1737","P05","CAF"
"cell_1738","P05","ETC"
"cell_1739","P05","CAF"
"cell_1740","P05","CAF"
"cell_1741","P05","CAF"
"cell_1742","P05","ETC"
"cell_1743","P05","ETC"
"cell_1744","P05","ETC"
"cell_1745","P05","CAF"
"cell_1746","P05","CAF"
"cell_1747","P05","CAF"
"cell_1748","P05","CAF"
"cell_1749","P05","TAM"
"cell_1750","P05","ETC"
"cell_1751","P05","CAF"
"cell_1752","P05","CAF"
"cell_1753","P05","CAF"
"cell_1754","P05","CAF"
"cell_1755","P05","DC"
"cell_1756","P05","CAF"
"cell_1757","P05","DC"
"cell_1758","P05","CAF"
"cell_1759","P05","CAF"
"cell_1760","P05","CAF"
"cell_1761","P05","CAF"
"cell_1762","P05","CAF"
"cell_1763","P05","CAF"
"cell_1764","P05","TIL"
"cell_1765","P05","CAF"
"cell_1766","P05","ETC"
"cell_1767","P05","CAF"
"cell_1768","P05","CAF"
"cell_1769","P05","CAF"
"cell_1770","P05","CAF"
"cell_1771","P05","CAF"
"cell_1772","P05","CAF"
"cell_1773","P05","CAF"
"cell_1774","P05","CAF"
"cell_1775","P05","CAF"
"cell_1776","P05","CAF"
"cell_1777","P05","CAF"
"cell_1778","P05","TAM"
"cell_1779","P05","CAF"
"cell_1780","P05","CAF"
"cell_1781","P05","TAM"
"cell_1782","P05","CAF"
"cell_1783","P05","TAM"
"cell_1784","P05","CAF"
"cell_1785","P05","CAF"
"cell_1786","P05","TIL"
"cell_1787","P05","TAM"
"cell_1788","P05","CAF"
"cell_1789","P05","CAF"
"cell_1790","P05","CAF"
"cell_1791","P05","Endo"
"cell_1792","P05","ETC"
"cell_1793","P05","CAF"
"cell_1794","P05","CAF"
"cell_1795","P05","ETC"
"cell_1796","P05","ETC"
"cell_1797","P05","ETC"
"cell_1798","P05","CAF"
"cell_1799","P05","CAF"
"cell_1800","P05","CAF"
"cell_1801","P05","CAF"
"cell_1802","P05","CAF"
"cell_1803","P05","CAF"
"cell_1804","P05","ETC"
"cell_1805","P05","CAF"
"cell_1806","P05","CAF"
"cell_1807","P05","CAF"
"cell_1808","P05","CAF"
"cell_1809","P05","CAF"
"cell_1810","P05","CAF"
"cell_1811","P05","CAF"
"cell_1812","P05","CAF"
"cell_1813","P05","CAF"
"cell_1814","P05","CAF"
"cell_1815","P05","CAF"
"cell_1816","P05","CAF"
"cell_1817","P05","ETC"
"cell_1818","P05","CAF"
"cell_1819","P05","CAF"
"cell_1820","P05","CAF"
"cell_1821","P05","TAM"
"cell_1822","P05","DC"
"cell_1823","P05","CAF"
"cell_1824","P05","ETC"
"cell_1825","P05","CAF"
"cell_1826","P05","CAF"
"cell_1827","P05","CAF"
"cell_1828","P05","CAF"
"cell_1829","P05","TAM"
"cell_1830","P05","ETC"
"cell_1831","P05","CAF"
"cell_1832","P05","CAF"
"cell_1833","P05","TAM"
"cell_1834","P05","CAF"
"cell_1835","P05","TAM"
"cell_1836","P05","CAF"
"cell_1837","P05","CAF"
"cell_1838","P05","CAF"
"cell_1839","P05","CAF"
"cell_1840","P05","CAF"
"cell_1841","P05","CAF"
"cell_1842","P05","CAF"
"cell_1843","P05","ETC"
"cell_1844","P05","TAM"
"cell_1845","P05","TAM"
"cell_1846","P05","CAF"
"cell_1847","P05","ETC"
"cell_1848","P05","CAF"
"cell_1849","P05","CAF"
"cell_1850","P05","CAF"
"cell_1851","P05","CAF"
"cell_1852","P05","CAF"
"cell_1853","P05","CAF"
"cell_1854","P05","CAF"
"cell_1855","P05","CAF"
"cell_1856","P05","ETC"
"cell_1857","P05","CAF"
"cell_1858","P05","CAF"
"cell_1859","P05","CAF"
"cell_1860","P05","CAF"
"cell_1861","P05","ETC"
"cell_1862","P05","CAF"
"cell_1863","P05","DC"
"cell_1864","P05","CAF"
"cell_1865","P05","CAF"
"cell_1866","P05","CAF"
"cell_1867","P05","CAF"
"cell_1868","P05","CAF"
"cell_1869","P05","CAF"
"cell_1870","P05","ETC"
"cell_1871","P05","CAF"
"cell_1872","P05","ETC"
"cell_1873","P05","ETC"
"cell_1874","P05","CAF"
"cell_1875","P05","TAM"
"cell_1876","P05","CAF"
"cell_1877","P05","CAF"
"cell_1878","P05","CAF"
"cell_1879","P05","CAF"
"cell_1880","P05","CAF"
"cell_1881","P05","CAF"
"cell_1882","P05","CAF"
"cell_1883","P05","ETC"
"cell_1884","P05","ETC"
"cell_1885","P05","CAF"
"cell_1886","P05","CAF"
"cell_1887","P05","CAF"
"cell_1888","P05","CAF"
"cell_1889","P05","CAF"
"cell_1890","P05","CAF"
"cell_1891","P05","TAM"
"cell_1892","P05","CAF"
"cell_1893","P05","ETC"
"cell_1894","P05","CAF"
"cell_1895","P05","CAF"
"cell_1896","P05","CAF"
"cell_1897","P05","TAM"
"cell_1898","P05","Endo"
"cell_1899","P05","CAF"
"cell_1900","P05","CAF"
"cell_1901","P05","CAF"
"cell_1902","P05","CAF"
"cell_1903","P05","CAF"
"cell_1904","P05","CAF"
"cell_1905","P05","ETC"
"cell_1906","P05","ETC"
"cell_1907","P05","CAF"
"cell_1908","P05","ETC"
"cell_1909","P05","CAF"
"cell_1910","P05","CAF"
"cell_1911","P05","CAF"
"cell_1912","P05","CAF"
"cell_1913","P05","CAF"
"cell_1914","P05","CAF"
"cell_1915","P05","TAM"
"cell_1916","P05","ETC"
"cell_1917","P05","CAF"
"cell_1918","P05","CAF"
"cell_1919","P05","CAF"
